eartag,species,date,dpi,barn,innoc,barni,od,sp,status,od_f,sp_f,status_f,notes1,notes2,expt,o1,o2,n1,n2,r1,r2,wb1,wb2,omean,nmean,rmean,wbmean,retest,isolation1_dpbs,i1o,i1n,i1r
146,Caprine,9/19/2020,35,4,1,4a,0.09,3.16,Neg,0.094,3.57,Neg,,Coughing,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
129,Caprine,9/19/2020,35,4,0,4b,NA,NA,NA,NA,NA,NA,,Died 23-09-2020 Night,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
136,Caprine,9/19/2020,35,4,0,4b,0.092,3.36,Neg,0.076,1.73,Neg,,Coughing,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
121,Caprine,9/19/2020,35,5,1,5a,0.088,2.95,Neg,0.069,1.02,Neg,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
128,Caprine,9/19/2020,35,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
133,Caprine,9/19/2020,35,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 2-9-2020,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
139,Caprine,9/19/2020,35,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
134,Caprine,9/19/2020,35,5,0,5b,NA,NA,NA,NA,NA,NA,,Died on 9-9-2020 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
142,Caprine,9/19/2020,35,5,0,5b,0.092,3.36,Neg,0.066,0.71,Neg,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
144,Caprine,9/19/2020,35,5,0,5b,NA,NA,NA,NA,NA,NA,,Euthanized on 7-9-2020 afternoon,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
147,Caprine,9/19/2020,35,5,0,5b,0.082,2.34,Neg,0.119,6.11,Neg,,Congested mucous membrain & coughing ,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
99,Bovine,9/19/2020,35,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,9/19/2020,35,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,9/19/2020,35,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,9/19/2020,35,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,9/19/2020,35,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,9/19/2020,35,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
